#OTU ID	YD17L1	YD17L2	YD17L3	YD17L4	YD24L1	YD24L2	YD24L3	YD24L4	YD32L1	YD32L2	YD32L3	YD32L4	YD3L1	YD3L2	YD3L3	YD3L4	YD43L1	YD43L2	YD43L3	YD43L4	YD45L1	YD45L2	YD45L3	YD45L4
Zotu242	220	1	46	3	42	2	1	0	41	5	5	0	12	1	1	0	9	0	0	0	22	7	5	3
Zotu5	489	515	5388	590	174	2133	9616	1498	3754	1111	1078	2807	47	495	6	8668	48	606	3091	1144	86	1518	739	1152
Zotu44	865	304	12	44	666	282	17	0	76	366	1126	1	266	94	1	53	190	152	4	99	656	419	178	145
Zotu245	374	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu23	1529	97	614	69	245	52	188	101	1270	159	1323	43	401	65	211	6	36	41	61	14	522	116	100	31
Zotu3	2052	1934	6382	1685	1193	2664	7302	5227	8512	2433	1798	2391	769	838	16	6577	497	2650	3445	1118	1517	9078	563	5286
Zotu5043	0	0	0	2	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu22	623	72	1	17	8	42	50	136	3	170	827	54	0	28	0	834	11	87	1844	3141	38	172	2	26
Zotu104	1214	2	1	0	4	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
Zotu82	832	13	0	9	8	0	1	0	26	0	1	0	6	2	0	42	126	0	7	0	316	6	4	0
Zotu73	1989	1	0	0	18	0	0	0	48	0	1	0	0	0	0	0	2	0	0	0	5	0	0	0
Zotu92	916	280	0	0	0	0	0	1	326	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0
Zotu17	2585	10	4	0	39	3	5	2	8385	3	9	3	0	2	4	0	2	1	0	0	20	0	4	1
Zotu50	450	99	1	131	21	55	0	0	7	2835	417	0	7	20	3	53	2	55	5	274	84	276	34	41
Zotu58	137	10	13	3	214	3	7	0	75	50	1138	0	54	5	9	7	22	0	7	0	1163	56	68	98
Zotu312	160	0	18	0	14	0	0	0	48	0	0	0	4	9	0	0	30	0	0	0	4	2	4	0
Zotu400	84	46	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu8	3501	112	63	20	2186	49	101	18	723	154	5619	13	1846	47	174	197	448	29	263	67	5357	951	328	196
Zotu865	39	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0
Zotu10	54	45	1948	2619	60	112	1076	508	486	51	327	1203	24	42	14	300	32	47	452	454	50	94	1145	580
Zotu497	39	1	0	0	2	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	68	0	0	0
Zotu429	250	4	0	1	0	0	0	0	83	0	0	0	0	0	0	0	2	2	0	0	0	4	0	2
Zotu617	9	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu249	300	2	0	12	9	0	0	0	80	2	0	2	2	1	1	0	0	0	0	0	1	1	0	0
Zotu138	730	0	1	0	6	1	0	0	1	1	1	0	7	1	0	0	3	1	1	3	4	3	1	0
Zotu182	502	17	0	0	34	0	0	0	39	0	4	1	5	3	1	2	14	0	0	0	33	0	0	0
Zotu98	865	239	0	0	0	0	0	1	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3223	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu196	472	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0
Zotu401	106	3	1	0	4	0	1	0	99	0	0	0	0	1	0	0	0	0	1	0	0	1	3	0
Zotu85	1454	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Zotu1239	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu40	20	6	33	31	850	690	1372	156	203	146	29	24	196	68	0	16	237	15	4	77	350	986	16	585
Zotu843	26	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Zotu458	68	18	0	2	26	0	0	0	0	1	11	0	0	5	1	0	2	0	0	8	21	1	0	4
Zotu494	88	2	1	0	1	3	0	0	45	0	4	0	0	0	0	1	0	0	0	0	1	0	1	0
Zotu172	58	88	23	173	3	25	3	68	74	5	5	4	0	8	1	13	3	35	17	22	2	344	2	331
Zotu113	128	164	12	22	908	122	4	10	153	117	680	4	19	7	14	4	84	0	6	34	324	35	4	1
Zotu147	681	8	0	11	0	0	16	0	0	1	20	0	0	8	0	2	0	0	0	0	1	22	0	6
Zotu72	177	25	88	15	154	35	14	8	47	42	60	4	106	15	5	22	59	37	22	20	461	514	207	46
Zotu272	307	0	0	0	4	0	0	0	18	0	6	0	0	2	0	0	1	0	0	0	0	0	0	0
Zotu159	117	2	1	3	2	4	0	0	506	0	3	0	0	0	70	0	1	0	0	0	0	0	0	0
Zotu217	237	19	0	0	0	3	0	0	239	10	0	0	0	0	2	0	0	7	0	0	0	13	0	0
Zotu178	596	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0
Zotu328	8	5	0	4	0	24	0	2	0	45	68	0	0	1	19	12	1	20	72	6	6	45	0	4
Zotu244	265	6	3	0	48	0	3	2	16	5	26	1	1	3	4	5	6	0	0	0	19	4	5	0
Zotu103	1063	17	2	2	89	3	4	4	59	5	61	4	27	6	3	3	13	8	2	5	43	6	1	5
Zotu28	225	111	1097	126	173	190	559	481	549	227	201	490	27	45	5	544	28	98	134	95	147	289	32	125
Zotu2133	3	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Zotu418	45	92	0	0	0	0	0	0	70	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
Zotu457	11	7	2	10	25	7	3	1	5	1	5	0	6	1	6	1	1	3	2	16	13	8	15	6
Zotu212	122	12	11	17	76	9	49	11	51	13	239	3	7	10	10	11	6	14	40	12	66	16	12	9
Zotu1124	5	1	0	0	12	0	0	0	0	0	1	0	0	0	0	0	5	0	1	0	4	1	0	0
Zotu582	48	2	0	0	7	0	0	0	0	1	13	0	1	0	0	1	4	0	2	0	39	3	0	0
Zotu309	210	1	1	0	0	0	1	1	53	0	3	0	0	1	0	0	0	0	2	0	0	0	1	0
Zotu91	1262	3	0	0	18	0	2	0	206	0	2	0	0	0	0	0	0	0	0	1	7	0	0	0
Zotu545	3	1	3	2	1	1	3	27	11	13	15	20	0	1	0	2	0	0	13	3	0	3	0	0
Zotu543	40	0	0	0	84	0	0	0	0	0	3	0	0	2	0	0	1	0	0	0	6	2	0	0
Zotu428	2	5	8	5	55	0	0	0	0	4	6	0	34	5	0	0	2	0	7	1	4	31	0	7
Zotu304	33	1	0	7	4	6	15	0	7	1	0	24	12	11	0	0	8	32	31	2	22	6	0	0
Zotu4155	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	7	1	0	0
Zotu885	15	1	0	0	9	0	4	0	35	0	0	1	8	1	0	0	12	0	0	0	5	0	0	0
Zotu3732	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
Zotu291	23	0	1	0	141	0	0	0	271	0	0	0	8	4	0	10	2	0	0	0	0	0	0	0
Zotu363	9	0	8	0	20	0	1	3	1	2	0	0	2	3	0	0	0	0	0	0	139	0	0	0
Zotu114	94	63	19	2	422	8	2	2	19	11	9	3	77	80	4	3	144	12	1	0	174	84	7	5
Zotu66	18	126	17	274	2	25	2	193	6	30	616	77	0	0	0	0	1	28	49	27	1	18	283	900
Zotu3454	22	0	0	0	6	0	0	0	1	1	5	0	0	0	2	0	0	0	0	0	2	2	0	0
Zotu42	667	1528	165	159	223	76	54	294	121	47	66	21	35	17	1	65	21	49	31	125	154	102	9	336
Zotu101	3	31	0	2	1	27	4	26	6	0	0	3	0	0	0	0	0	148	453	601	8	91	3	103
Zotu560	34	4	3	2	50	0	0	0	11	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0
Zotu193	330	1	1	8	44	0	5	0	6	5	9	0	10	0	0	1	4	0	0	6	80	0	3	2
Zotu87	273	11	0	0	23	3	1	1	492	2	0	0	0	2	332	0	2	0	0	1	10	2	0	1
Zotu443	10	4	16	6	27	3	13	5	13	12	3	13	0	4	2	0	13	20	6	1	7	8	5	6
Zotu357	28	0	0	1	1	0	0	0	169	0	1	0	0	1	20	0	0	0	0	0	10	0	0	2
Zotu137	141	30	36	30	2	14	5	9	7	29	103	13	4	4	3	0	13	14	17	35	13	62	10	240
Zotu237	42	7	7	1	59	9	5	1	217	11	50	2	0	4	13	3	5	2	11	4	19	12	9	2
Zotu267	299	1	11	0	82	15	4	0	16	12	0	0	23	36	0	0	52	0	2	4	188	32	0	1
Zotu610	17	21	0	0	1	2	0	1	47	0	0	0	0	0	0	0	0	1	1	0	0	17	0	7
Zotu708	69	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0
Zotu448	30	0	19	0	0	14	48	0	0	0	0	4	0	0	0	0	0	0	0	0	0	10	0	0
Zotu84	553	23	85	1	399	2	36	8	257	0	10	2	4	9	0	0	12	0	2	1	263	8	4	0
Zotu434	115	0	0	1	1	0	2	2	15	0	0	0	0	0	0	0	10	0	3	0	7	0	2	0
Zotu394	157	0	0	0	16	0	0	0	9	4	0	0	13	1	1	0	7	0	1	3	41	4	0	23
Zotu859	7	7	0	2	27	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	10	0	0	0
Zotu94	658	24	3	7	25	0	0	0	1122	1	5	0	0	1	1	0	3	0	0	2	9	0	0	0
Zotu4	538	465	7617	229	1954	1476	3689	12637	1523	875	1358	1157	1332	1430	14	431	1877	781	4717	1265	1156	1695	719	3108
Zotu3092	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1898	4	2	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0
Zotu1959	6	2	0	0	0	0	0	0	5	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0
Zotu878	10	2	0	0	21	0	3	0	4	1	0	0	2	3	0	0	1	2	0	0	1	3	1	0
Zotu251	327	0	3	0	1	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	1	0	0	0
Zotu97	137	28	29	2	395	561	4	3	8	206	19	18	56	25	4	28	49	39	26	16	24	62	9	5
Zotu1379	3	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	12	1
Zotu265	30	7	0	0	11	1	0	0	3	0	594	0	0	2	0	12	3	0	1	0	25	1	0	0
Zotu1125	4	0	0	0	2	3	0	0	2	5	0	0	0	0	2	0	2	2	0	0	1	10	0	0
Zotu32	103	96	938	99	67	166	623	228	115	240	196	206	32	71	2	107	17	172	535	151	64	616	22	317
Zotu2606	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
Zotu360	55	27	0	2	0	10	3	3	139	0	1	0	0	0	0	0	0	0	0	0	0	3	2	12
Zotu486	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu209	148	19	4	2	190	0	4	6	145	3	8	1	0	3	0	0	6	0	1	6	30	3	10	4
Zotu489	72	0	0	0	2	0	0	0	23	7	1	0	0	0	0	0	14	0	0	0	1	0	0	0
Zotu864	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
Zotu323	101	1	1	0	23	0	5	0	98	4	8	0	23	2	1	0	5	0	0	4	11	0	3	1
Zotu318	254	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu153	426	64	0	5	1	6	2	0	204	5	0	0	6	11	1	0	10	7	0	16	0	2	0	0
Zotu1969	0	0	0	0	1	0	0	0	18	0	0	0	0	0	0	0	0	1	0	0	8	1	0	0
Zotu920	10	8	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
Zotu3257	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu232	186	2	0	0	5	8	2	0	268	7	0	0	0	0	1	0	1	6	0	0	0	7	0	0
Zotu158	278	1	0	3	237	0	2	1	28	17	15	0	75	1	1	0	3	0	2	0	79	0	8	19
Zotu577	49	2	0	0	2	0	0	0	4	0	0	0	13	0	0	0	14	0	0	0	4	0	0	0
Zotu996	4	3	0	0	7	0	4	3	3	0	0	0	0	2	0	0	2	0	0	0	7	1	4	0
Zotu175	135	15	0	5	81	9	0	1	9	6	74	0	7	2	2	5	10	36	10	20	283	42	14	23
Zotu422	48	25	0	2	1	2	2	0	64	4	0	5	0	0	0	0	0	7	11	14	1	0	5	1
Zotu521	30	37	31	2	3	0	1	0	25	1	0	0	0	0	0	0	0	0	0	0	2	11	1	0
Zotu4301	2	2	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
Zotu259	73	39	0	0	101	0	0	0	0	1	9	0	2	21	3	1	44	0	5	2	93	4	1	3
Zotu1526	3	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	2	0	0	4	5	3	0	1
Zotu181	46	8	96	21	1	57	79	37	7	59	2	1	0	4	0	0	2	38	17	0	1	146	4	9
Zotu792	39	0	0	0	1	0	0	0	0	3	0	0	3	0	0	0	8	0	0	0	2	0	0	0
Zotu373	19	24	4	2	49	3	1	1	39	1	3	1	26	3	0	0	24	1	1	1	102	0	3	1
Zotu857	3	4	0	0	8	0	0	0	0	0	0	0	11	0	0	0	3	0	0	0	11	0	0	0
Zotu2682	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu238	75	15	0	0	14	48	1	0	24	18	15	0	16	10	0	3	10	2	3	0	150	12	9	2
Zotu1501	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	4	0	0	0
Zotu273	56	15	0	6	0	0	4	9	159	0	1	31	0	0	0	7	0	5	29	2	0	0	0	10
Zotu342	100	74	0	0	0	0	0	0	52	1	0	0	0	0	0	0	1	0	0	0	13	12	0	5
Zotu811	6	0	0	0	2	1	0	0	0	4	2	0	0	1	2	0	2	2	0	0	2	6	0	1
Zotu595	83	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu1647	1	0	0	0	0	0	0	1	1	0	1	8	0	0	0	0	0	0	4	0	0	1	0	0
Zotu513	108	2	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
Zotu979	1	2	0	0	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0
Zotu319	64	9	7	0	13	4	0	0	16	2	10	1	54	8	3	11	36	6	3	1	20	3	1	1
Zotu179	21	208	1	0	6	5	14	9	20	4	6	0	0	0	0	0	0	11	0	5	0	66	194	100
Zotu341	102	1	0	0	8	7	0	0	0	57	3	0	5	0	0	1	4	19	0	0	1	97	0	0
Zotu1906	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1085	14	10	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0
Zotu907	13	5	0	0	9	0	0	0	0	2	8	0	1	2	0	1	3	3	0	0	19	4	1	1
Zotu531	66	0	0	0	8	0	2	1	37	0	0	0	14	0	0	2	1	0	0	0	0	0	1	0
Zotu198	9	1	1	0	3	0	0	1	77	15	143	1	2	1	1	0	0	1	0	1	320	0	2	2
Zotu376	8	0	17	0	19	14	5	0	0	10	76	0	48	1	0	0	15	0	0	0	1	0	0	0
Zotu29	11	25	675	95	24	340	843	337	119	21	50	767	6	27	3	107	18	66	271	58	14	104	95	948
Zotu523	18	0	0	0	0	0	1	0	109	0	0	5	0	0	0	0	1	0	17	0	0	3	1	0
Zotu3837	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu86	68	54	364	2	235	12	46	58	23	5	3	45	96	91	1	5	129	17	11	2	102	18	30	10
Zotu2908	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu937	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu224	8	1	57	0	33	39	10	0	2	28	213	0	103	16	2	0	43	2	4	0	90	0	0	0
Zotu2366	1	2	0	0	1	0	0	0	1	0	0	0	0	1	0	5	1	0	0	0	1	0	0	0
Zotu627	3	5	0	6	4	21	0	0	0	3	0	0	4	1	4	0	1	4	0	6	13	5	1	11
Zotu700	43	5	6	1	0	1	0	10	2	5	6	0	0	1	0	0	0	0	0	0	1	2	0	0
Zotu2161	8	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu889	12	4	22	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	7
Zotu135	96	151	1	7	309	4	1	0	45	4	9	1	54	5	4	1	21	14	0	7	219	27	19	9
Zotu167	51	55	38	0	18	24	20	2	26	10	8	13	10	26	0	7	3	22	0	11	49	257	12	22
Zotu1744	1	0	0	1	0	3	0	0	0	2	2	0	0	0	0	0	0	1	2	2	0	1	2	0
Zotu985	38	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu757	14	3	0	1	5	2	3	0	2	6	0	1	1	3	2	0	1	2	1	0	7	8	1	5
Zotu219	29	11	1	0	64	9	1	0	31	0	24	0	62	12	0	2	18	0	0	2	228	9	5	6
Zotu248	13	14	0	172	1	0	2	0	5	0	0	0	8	2	0	0	0	34	0	14	64	1	1	0
Zotu482	36	0	0	0	0	0	7	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2299	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	2
Zotu1400	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2056	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
Zotu293	205	3	1	0	0	0	2	0	59	0	1	0	3	0	0	0	10	8	0	0	0	6	1	0
Zotu67	1	11	478	73	1	7	57	46	4	11	75	197	1	16	0	713	1	9	19	65	1	44	8	210
Zotu1873	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu305	197	1	0	2	11	0	0	0	61	0	4	0	12	0	0	0	5	0	0	2	4	0	0	0
Zotu1615	2	0	0	0	3	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu2560	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu96	46	44	116	41	14	38	101	12	85	202	87	139	8	28	0	90	7	38	12	8	5	29	1	117
Zotu19	211	37	12	0	7366	14	36	4	52	36	2967	3	183	52	3	4	195	3	11	1	274	10	4	0
Zotu1134	9	0	0	0	2	0	0	9	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	4
Zotu398	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0
Zotu1258	12	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	2	0	0	0	19	0	0	0
Zotu658	30	0	0	0	13	14	0	0	4	1	3	0	0	0	0	0	2	0	0	0	4	22	8	0
Zotu54	20	27	192	4	65	4	1	0	0	0	68	0	0	6	2	14	15	0	12	24	1720	678	1	5
Zotu106	39	17	2	5	397	1	0	0	160	9	414	0	68	47	4	15	18	2	4	2	579	3	24	8
Zotu20	25	24	2	0	98	0	0	4	0	5	0	1	6007	19	1	0	41	1	0	0	37	5	0	0
Zotu1800	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3441	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1098	14	2	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1198	2	1	0	0	2	0	0	0	23	0	8	0	0	0	0	0	1	0	0	0	2	0	0	0
Zotu61	16	101	121	25	25	132	154	99	131	37	222	288	56	52	3	192	26	120	62	205	110	157	81	267
Zotu192	37	19	6	10	56	8	5	7	5	3	63	0	2	10	5	9	13	3	26	18	252	8	4	21
Zotu1223	3	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
Zotu1691	5	3	0	0	2	0	0	0	0	2	4	0	0	0	0	3	1	2	0	0	2	0	0	0
Zotu271	19	0	0	3	104	122	0	0	0	70	27	3	12	19	0	22	3	10	13	6	0	0	0	3
Zotu771	9	1	0	0	4	4	0	0	3	1	3	0	16	3	0	0	2	1	0	0	1	0	0	0
Zotu733	47	0	4	3	0	0	0	0	17	0	0	0	0	0	0	0	0	0	1	4	0	3	0	6
Zotu233	107	0	0	8	175	0	0	0	21	8	1	0	7	0	0	0	0	5	0	0	38	7	0	55
Zotu83	14	44	0	4	320	0	1	0	0	0	2	0	21	10	0	0	30	2	0	6	1206	12	2	2
Zotu583	34	0	0	1	5	5	0	0	5	38	2	0	4	0	0	3	2	0	2	0	1	0	0	0
Zotu63	113	1261	496	43	5	1	20	366	69	4	1	5	5	5	2	0	8	4	0	0	16	111	14	8
Zotu571	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1628	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1555	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2291	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu322	30	12	89	1	14	48	7	5	11	3	13	17	0	3	1	25	1	69	42	25	7	48	3	0
Zotu38	55	38	1122	42	7	16	650	417	109	87	75	437	0	39	0	23	8	29	130	96	8	45	19	107
Zotu1956	2	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Zotu324	58	108	0	0	0	0	1	4	64	0	2	39	0	1	0	0	1	0	1	3	0	0	4	0
Zotu1	64	34	0	0	58	0	0	0	0	0	33	0	24203	33587	0	10966	31479	0	27	5	32	16	0	0
Zotu57	10	12	63	0	3268	41	0	2	3	0	6	1	0	11	0	0	7	0	5	0	36	0	1	0
Zotu1151	9	2	0	0	0	0	0	0	26	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Zotu488	18	15	0	0	22	0	0	0	0	0	0	0	1	32	0	0	33	0	0	1	26	0	0	0
Zotu75	134	242	54	44	11	12	11	2	3	352	34	19	14	15	3	371	27	44	27	255	170	385	3	23
Zotu413	17	7	1	0	47	5	14	0	3	1	35	0	7	3	0	5	7	0	10	0	19	8	0	0
Zotu918	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu1525	4	1	0	0	2	0	0	0	0	1	2	0	0	0	3	1	2	1	1	0	3	0	0	0
Zotu1176	7	1	0	5	3	5	0	1	2	0	7	1	1	0	0	0	2	1	0	4	1	4	1	3
Zotu678	1	4	0	0	10	11	0	0	0	16	0	0	0	2	1	0	6	5	0	0	6	18	2	2
Zotu2132	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1010	7	0	0	0	11	0	0	0	2	0	0	0	3	0	0	0	4	0	0	0	4	0	0	0
Zotu4803	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu139	15	2	0	0	3	10	4	1	0	13	0	0	0	0	1	0	2	5	0	0	675	5	2	0
Zotu1634	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu4512	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu127	50	50	59	63	2	3	81	12	88	171	116	80	0	0	0	0	1	2	0	0	0	39	1	92
Zotu1155	7	6	0	0	1	0	0	0	13	0	0	0	1	2	0	0	2	0	0	0	2	0	0	0
Zotu15	41	98	970	67	93	147	888	1106	94	78	228	1259	39	62	4	416	14	136	312	462	82	190	540	1064
Zotu71	7	31	670	8	13	9	720	12	1	32	49	188	4	6	85	5	2	7	41	26	36	65	586	35
Zotu546	60	2	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	11	28	0	3
Zotu1460	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Zotu188	32	1	47	0	3	7	51	0	2	0	4	7	0	0	0	0	0	10	89	0	128	114	0	0
Zotu542	66	5	0	0	8	0	0	0	0	14	2	12	1	4	0	0	1	0	0	0	0	3	0	0
Zotu987	18	1	0	0	0	0	0	1	8	0	0	0	0	0	0	3	0	0	0	0	2	0	1	0
Zotu420	22	0	5	6	6	0	0	0	85	0	0	0	0	0	25	0	0	1	1	1	11	0	0	4
Zotu2279	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2211	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Zotu566	11	19	0	0	23	0	0	0	0	0	4	0	0	8	0	0	7	0	0	0	21	0	0	0
Zotu516	45	3	0	0	0	27	0	0	0	25	0	0	0	0	0	3	2	2	1	19	2	23	0	1
Zotu1446	3	0	0	0	10	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0
Zotu76	12	13	213	30	36	92	185	228	71	20	76	87	22	21	6	22	29	59	178	47	19	75	474	221
Zotu383	85	6	0	0	1	0	0	0	148	0	0	0	2	15	0	3	1	0	0	0	1	1	0	0
Zotu308	40	90	1	28	0	7	0	0	1	2	0	1	1	0	0	0	0	5	1	4	8	320	1	30
Zotu1122	14	1	0	1	0	1	0	3	0	2	0	0	2	1	0	2	0	0	0	0	0	0	1	0
Zotu286	41	4	101	0	11	0	0	0	0	0	25	0	68	1	0	0	4	1	0	0	2	1	1	0
Zotu642	8	1	0	0	1	0	0	0	82	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1
Zotu873	26	0	0	0	0	0	1	2	25	0	0	0	0	0	0	0	0	0	2	0	1	2	0	2
Zotu1687	7	1	0	0	0	6	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Zotu1177	1	1	12	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Zotu608	43	2	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	33	0	1	0
Zotu1089	26	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu216	2	1	6	0	5	0	0	0	0	1	792	0	0	2	0	0	0	0	0	0	5	1	0	0
Zotu1266	0	2	0	2	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	2	6	4	0	16
Zotu1353	9	0	0	0	3	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	4	2	0	0
Zotu841	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Zotu2835	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu392	34	4	38	3	54	0	2	1	17	14	6	1	0	1	2	0	1	1	0	2	20	8	1	1
Zotu3297	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
Zotu416	18	26	0	7	35	3	0	0	16	13	6	0	10	2	2	1	4	2	0	23	68	11	0	11
